z,d_M,d_L
0.72019,2492.868,4288.208
0.7202,2492.896,4288.28
0.72021,2492.924,4288.353
0.72022,2492.952,4288.426
0.72023,2492.98,4288.499
0.72024,2493.008,4288.572
0.72025,2493.036,4288.645
0.72026,2493.064,4288.718
0.72027,2493.092,4288.791
0.72028,2493.12,4288.864
0.72029,2493.147,4288.937
0.7203,2493.175,4289.009
0.72031,2493.203,4289.083
0.72032,2493.231,4289.155
0.72033,2493.259,4289.229
0.72034,2493.287,4289.301
0.72035,2493.315,4289.374
0.72036,2493.343,4289.447
0.72037,2493.371,4289.52
0.72038,2493.398,4289.593
0.72039,2493.427,4289.666
0.7204,2493.454,4289.739
0.72041,2493.482,4289.812
0.72042,2493.51,4289.885
0.72043,2493.538,4289.958
0.72044,2493.566,4290.031
0.72045,2493.594,4290.104
0.72046,2493.622,4290.176
0.72047,2493.65,4290.25
0.72048,2493.677,4290.322
0.72049,2493.705,4290.395
0.7205,2493.733,4290.468
0.72051,2493.761,4290.541
0.72052,2493.789,4290.614
0.72053,2493.817,4290.687
0.72054,2493.845,4290.76
0.72055,2493.873,4290.833
0.72056,2493.901,4290.906
0.72057,2493.928,4290.979
0.72058,2493.957,4291.052
0.72059,2493.984,4291.125
0.7206,2494.012,4291.197
0.72061,2494.04,4291.271
0.72062,2494.068,4291.343
0.72063,2494.096,4291.417
0.72064,2494.124,4291.489
0.72065,2494.152,4291.562
0.72066,2494.18,4291.635
0.72067,2494.208,4291.708
0.72068,2494.235,4291.781
0.72069,2494.263,4291.854
0.7207,2494.291,4291.927
0.72071,2494.319,4292
0.72072,2494.347,4292.073
0.72073,2494.375,4292.146
0.72074,2494.403,4292.219
0.72075,2494.431,4292.292
0.72076,2494.458,4292.364
0.72077,2494.486,4292.438
0.72078,2494.514,4292.51
0.72079,2494.542,4292.583
0.7208,2494.57,4292.656
0.72081,2494.598,4292.729
0.72082,2494.626,4292.802
0.72083,2494.654,4292.875
0.72084,2494.682,4292.948
0.72085,2494.709,4293.021
0.72086,2494.738,4293.094
0.72087,2494.765,4293.167
0.72088,2494.793,4293.24
0.72089,2494.821,4293.313
0.7209,2494.849,4293.386
0.72091,2494.877,4293.458
0.72092,2494.905,4293.532
0.72093,2494.933,4293.604
0.72094,2494.961,4293.677
0.72095,2494.989,4293.75
0.72096,2495.016,4293.823
0.72097,2495.044,4293.896
0.72098,2495.072,4293.969
0.72099,2495.1,4294.042
0.721,2495.128,4294.115
0.72101,2495.156,4294.188
0.72102,2495.184,4294.261
0.72103,2495.212,4294.334
0.72104,2495.24,4294.407
0.72105,2495.267,4294.48
0.72106,2495.295,4294.553
0.72107,2495.323,4294.626
0.72108,2495.351,4294.699
0.72109,2495.379,4294.771
0.7211,2495.407,4294.845
0.72111,2495.435,4294.917
0.72112,2495.463,4294.991
0.72113,2495.49,4295.063
0.72114,2495.518,4295.136
0.72115,2495.546,4295.209
0.72116,2495.574,4295.282
0.72117,2495.602,4295.355
0.72118,2495.63,4295.428
0.72119,2495.658,4295.501
0.7212,2495.686,4295.574
0.72121,2495.714,4295.647
0.72122,2495.741,4295.72
0.72123,2495.769,4295.793
0.72124,2495.797,4295.866
0.72125,2495.825,4295.939
0.72126,2495.853,4296.012
0.72127,2495.881,4296.085
0.72128,2495.909,4296.158
0.72129,2495.937,4296.231
0.7213,2495.965,4296.304
0.72131,2495.992,4296.376
0.72132,2496.02,4296.45
0.72133,2496.048,4296.522
0.72134,2496.076,4296.596
0.72135,2496.104,4296.668
0.72136,2496.132,4296.741
0.72137,2496.16,4296.814
0.72138,2496.188,4296.887
0.72139,2496.215,4296.96
0.7214,2496.243,4297.033
0.72141,2496.271,4297.106
0.72142,2496.299,4297.179
0.72143,2496.327,4297.252
0.72144,2496.355,4297.325
0.72145,2496.383,4297.398
0.72146,2496.411,4297.471
0.72147,2496.438,4297.544
0.72148,2496.466,4297.617
0.72149,2496.494,4297.69
0.7215,2496.522,4297.763
0.72151,2496.55,4297.836
0.72152,2496.578,4297.909
0.72153,2496.606,4297.982
0.72154,2496.634,4298.055
0.72155,2496.662,4298.127
0.72156,2496.689,4298.201
0.72157,2496.717,4298.273
0.72158,2496.745,4298.347
0.72159,2496.773,4298.419
0.7216,2496.801,4298.493
0.72161,2496.829,4298.565
0.72162,2496.857,4298.638
0.72163,2496.885,4298.711
0.72164,2496.912,4298.784
0.72165,2496.94,4298.857
0.72166,2496.968,4298.93
0.72167,2496.996,4299.003
0.72168,2497.024,4299.076
0.72169,2497.052,4299.149
0.7217,2497.08,4299.222
0.72171,2497.108,4299.295
0.72172,2497.135,4299.368
0.72173,2497.163,4299.441
0.72174,2497.191,4299.514
0.72175,2497.219,4299.587
0.72176,2497.247,4299.66
0.72177,2497.275,4299.733
0.72178,2497.303,4299.806
0.72179,2497.331,4299.879
0.7218,2497.358,4299.952
0.72181,2497.386,4300.025
0.72182,2497.414,4300.098
0.72183,2497.442,4300.171
0.72184,2497.47,4300.244
0.72185,2497.498,4300.316
0.72186,2497.526,4300.39
0.72187,2497.553,4300.462
0.72188,2497.582,4300.536
0.72189,2497.609,4300.608
0.7219,2497.637,4300.682
0.72191,2497.665,4300.754
0.72192,2497.693,4300.828
0.72193,2497.721,4300.9
0.72194,2497.749,4300.973
0.72195,2497.777,4301.046
0.72196,2497.804,4301.119
0.72197,2497.832,4301.192
0.72198,2497.86,4301.265
0.72199,2497.888,4301.338
0.722,2497.916,4301.411
0.72201,2497.944,4301.484
0.72202,2497.972,4301.557
0.72203,2498,4301.63
0.72204,2498.027,4301.703
0.72205,2498.055,4301.776
0.72206,2498.083,4301.849
0.72207,2498.111,4301.922
0.72208,2498.139,4301.995
0.72209,2498.167,4302.068
0.7221,2498.195,4302.141
0.72211,2498.222,4302.214
0.72212,2498.25,4302.287
0.72213,2498.278,4302.36
0.72214,2498.306,4302.433
0.72215,2498.334,4302.506
0.72216,2498.362,4302.579
0.72217,2498.39,4302.652
0.72218,2498.417,4302.725
0.72219,2498.446,4302.798
0.7222,2498.473,4302.871
0.72221,2498.501,4302.944
0.72222,2498.529,4303.017
0.72223,2498.557,4303.09
0.72224,2498.585,4303.163
0.72225,2498.613,4303.236
0.72226,2498.641,4303.309
0.72227,2498.668,4303.382
0.72228,2498.696,4303.455
0.72229,2498.724,4303.527
0.7223,2498.752,4303.601
0.72231,2498.78,4303.673
0.72232,2498.808,4303.747
0.72233,2498.836,4303.819
0.72234,2498.864,4303.893
0.72235,2498.891,4303.965
0.72236,2498.919,4304.039
0.72237,2498.947,4304.111
0.72238,2498.975,4304.185
0.72239,2499.003,4304.257
0.7224,2499.031,4304.331
0.72241,2499.059,4304.403
0.72242,2499.086,4304.477
0.72243,2499.114,4304.549
0.72244,2499.142,4304.623
0.72245,2499.17,4304.695
0.72246,2499.198,4304.768
0.72247,2499.226,4304.841
0.72248,2499.254,4304.914
0.72249,2499.281,4304.987
0.7225,2499.309,4305.06
0.72251,2499.337,4305.133
0.72252,2499.365,4305.206
0.72253,2499.393,4305.279
0.72254,2499.421,4305.352
0.72255,2499.448,4305.425
0.72256,2499.477,4305.498
0.72257,2499.504,4305.571
0.72258,2499.532,4305.644
0.72259,2499.56,4305.717
0.7226,2499.588,4305.79
0.72261,2499.616,4305.863
0.72262,2499.644,4305.936
0.72263,2499.671,4306.009
0.72264,2499.699,4306.082
0.72265,2499.727,4306.155
0.72266,2499.755,4306.228
0.72267,2499.783,4306.301
0.72268,2499.811,4306.374
0.72269,2499.839,4306.447
0.7227,2499.866,4306.52
0.72271,2499.894,4306.593
0.72272,2499.922,4306.666
0.72273,2499.95,4306.739
0.72274,2499.978,4306.812
0.72275,2500.006,4306.885
0.72276,2500.034,4306.958
0.72277,2500.062,4307.031
0.72278,2500.089,4307.104
0.72279,2500.117,4307.177
0.7228,2500.145,4307.25
0.72281,2500.173,4307.323
0.72282,2500.201,4307.396
0.72283,2500.229,4307.469
0.72284,2500.257,4307.542
0.72285,2500.284,4307.615
0.72286,2500.312,4307.688
0.72287,2500.34,4307.761
0.72288,2500.368,4307.834
0.72289,2500.396,4307.907
0.7229,2500.424,4307.98
0.72291,2500.451,4308.053
0.72292,2500.479,4308.126
0.72293,2500.507,4308.199
0.72294,2500.535,4308.272
0.72295,2500.563,4308.345
0.72296,2500.591,4308.418
0.72297,2500.619,4308.491
0.72298,2500.646,4308.564
0.72299,2500.674,4308.637
0.723,2500.702,4308.71
0.72301,2500.73,4308.783
0.72302,2500.758,4308.856
0.72303,2500.786,4308.929
0.72304,2500.814,4309.002
0.72305,2500.842,4309.075
0.72306,2500.869,4309.148
0.72307,2500.897,4309.221
0.72308,2500.925,4309.294
0.72309,2500.953,4309.367
0.7231,2500.981,4309.44
0.72311,2501.009,4309.513
0.72312,2501.036,4309.586
0.72313,2501.064,4309.659
0.72314,2501.092,4309.732
0.72315,2501.12,4309.805
0.72316,2501.148,4309.878
0.72317,2501.176,4309.951
0.72318,2501.204,4310.024
0.72319,2501.231,4310.097
0.7232,2501.259,4310.17
0.72321,2501.287,4310.243
0.72322,2501.315,4310.316
0.72323,2501.343,4310.389
0.72324,2501.371,4310.462
0.72325,2501.399,4310.535
0.72326,2501.427,4310.608
0.72327,2501.454,4310.681
0.72328,2501.482,4310.754
0.72329,2501.51,4310.827
0.7233,2501.538,4310.9
0.72331,2501.566,4310.973
0.72332,2501.594,4311.046
0.72333,2501.621,4311.119
0.72334,2501.649,4311.192
0.72335,2501.677,4311.265
0.72336,2501.705,4311.338
0.72337,2501.733,4311.411
0.72338,2501.76,4311.484
0.72339,2501.789,4311.557
0.7234,2501.816,4311.63
0.72341,2501.844,4311.703
0.72342,2501.872,4311.776
0.72343,2501.9,4311.849
0.72344,2501.928,4311.922
0.72345,2501.956,4311.995
0.72346,2501.983,4312.068
0.72347,2502.011,4312.141
0.72348,2502.039,4312.214
0.72349,2502.067,4312.287
0.7235,2502.095,4312.36
0.72351,2502.123,4312.434
0.72352,2502.15,4312.506
0.72353,2502.178,4312.58
0.72354,2502.206,4312.652
0.72355,2502.234,4312.726
0.72356,2502.262,4312.798
0.72357,2502.29,4312.872
0.72358,2502.318,4312.944
0.72359,2502.345,4313.018
0.7236,2502.373,4313.09
0.72361,2502.401,4313.164
0.72362,2502.429,4313.236
0.72363,2502.457,4313.31
0.72364,2502.485,4313.383
0.72365,2502.512,4313.456
0.72366,2502.54,4313.529
0.72367,2502.568,4313.602
0.72368,2502.596,4313.675
0.72369,2502.624,4313.748
0.7237,2502.652,4313.821
0.72371,2502.679,4313.894
0.72372,2502.707,4313.967
0.72373,2502.735,4314.04
0.72374,2502.763,4314.113
0.72375,2502.791,4314.186
0.72376,2502.819,4314.259
0.72377,2502.847,4314.332
0.72378,2502.875,4314.405
0.72379,2502.902,4314.478
0.7238,2502.93,4314.551
0.72381,2502.958,4314.624
0.72382,2502.986,4314.697
0.72383,2503.014,4314.77
0.72384,2503.042,4314.843
0.72385,2503.069,4314.916
0.72386,2503.097,4314.989
0.72387,2503.125,4315.062
0.72388,2503.153,4315.135
0.72389,2503.181,4315.208
0.7239,2503.208,4315.281
0.72391,2503.236,4315.354
0.72392,2503.264,4315.427
0.72393,2503.292,4315.5
0.72394,2503.32,4315.573
0.72395,2503.348,4315.646
0.72396,2503.375,4315.719
0.72397,2503.403,4315.792
0.72398,2503.431,4315.865
0.72399,2503.459,4315.938
0.724,2503.487,4316.011
0.72401,2503.515,4316.084
0.72402,2503.542,4316.158
0.72403,2503.57,4316.23
0.72404,2503.598,4316.304
0.72405,2503.626,4316.376
0.72406,2503.654,4316.45
0.72407,2503.682,4316.522
0.72408,2503.71,4316.596
0.72409,2503.738,4316.668
0.7241,2503.765,4316.742
0.72411,2503.793,4316.815
0.72412,2503.821,4316.888
0.72413,2503.849,4316.961
0.72414,2503.877,4317.034
0.72415,2503.905,4317.107
0.72416,2503.932,4317.18
0.72417,2503.96,4317.253
0.72418,2503.988,4317.326
0.72419,2504.016,4317.399
0.7242,2504.044,4317.472
0.72421,2504.072,4317.545
0.72422,2504.099,4317.618
0.72423,2504.127,4317.691
0.72424,2504.155,4317.764
0.72425,2504.183,4317.837
0.72426,2504.211,4317.91
0.72427,2504.239,4317.983
0.72428,2504.266,4318.056
0.72429,2504.294,4318.129
0.7243,2504.322,4318.202
0.72431,2504.35,4318.275
0.72432,2504.378,4318.349
0.72433,2504.406,4318.421
0.72434,2504.433,4318.495
0.72435,2504.461,4318.567
0.72436,2504.489,4318.641
0.72437,2504.517,4318.714
0.72438,2504.545,4318.787
0.72439,2504.573,4318.86
0.7244,2504.6,4318.933
0.72441,2504.628,4319.006
0.72442,2504.656,4319.079
0.72443,2504.684,4319.152
0.72444,2504.712,4319.225
0.72445,2504.74,4319.298
0.72446,2504.767,4319.371
0.72447,2504.795,4319.444
0.72448,2504.823,4319.517
0.72449,2504.851,4319.59
0.7245,2504.879,4319.663
0.72451,2504.906,4319.736
0.72452,2504.934,4319.809
0.72453,2504.962,4319.882
0.72454,2504.99,4319.956
0.72455,2505.018,4320.028
0.72456,2505.046,4320.102
0.72457,2505.073,4320.174
0.72458,2505.101,4320.248
0.72459,2505.129,4320.32
0.7246,2505.157,4320.394
0.72461,2505.185,4320.467
0.72462,2505.213,4320.54
0.72463,2505.24,4320.613
0.72464,2505.268,4320.686
0.72465,2505.296,4320.759
0.72466,2505.324,4320.832
0.72467,2505.352,4320.905
0.72468,2505.38,4320.978
0.72469,2505.407,4321.051
0.7247,2505.435,4321.124
0.72471,2505.463,4321.197
0.72472,2505.491,4321.27
0.72473,2505.519,4321.343
0.72474,2505.546,4321.416
0.72475,2505.574,4321.489
0.72476,2505.602,4321.563
0.72477,2505.63,4321.635
0.72478,2505.658,4321.708
0.72479,2505.686,4321.781
0.7248,2505.713,4321.854
0.72481,2505.741,4321.928
0.72482,2505.769,4322
0.72483,2505.797,4322.074
0.72484,2505.825,4322.147
0.72485,2505.853,4322.22
0.72486,2505.88,4322.293
0.72487,2505.908,4322.366
0.72488,2505.936,4322.439
0.72489,2505.964,4322.512
0.7249,2505.992,4322.585
0.72491,2506.02,4322.658
0.72492,2506.047,4322.731
0.72493,2506.075,4322.804
0.72494,2506.103,4322.877
0.72495,2506.131,4322.95
0.72496,2506.159,4323.023
0.72497,2506.187,4323.096
0.72498,2506.214,4323.169
0.72499,2506.242,4323.243
0.725,2506.27,4323.315
0.72501,2506.298,4323.389
0.72502,2506.325,4323.462
0.72503,2506.353,4323.535
0.72504,2506.381,4323.608
0.72505,2506.409,4323.681
0.72506,2506.437,4323.754
0.72507,2506.465,4323.827
0.72508,2506.492,4323.9
0.72509,2506.52,4323.973
0.7251,2506.548,4324.046
0.72511,2506.576,4324.119
0.72512,2506.604,4324.192
0.72513,2506.632,4324.265
0.72514,2506.659,4324.338
0.72515,2506.687,4324.412
0.72516,2506.715,4324.484
0.72517,2506.743,4324.558
0.72518,2506.771,4324.631
0.72519,2506.799,4324.704
0.7252,2506.826,4324.777
0.72521,2506.854,4324.85
0.72522,2506.882,4324.923
0.72523,2506.91,4324.996
0.72524,2506.938,4325.069
0.72525,2506.965,4325.142
0.72526,2506.993,4325.215
0.72527,2507.021,4325.288
0.72528,2507.049,4325.361
0.72529,2507.077,4325.434
0.7253,2507.104,4325.507
0.72531,2507.132,4325.581
0.72532,2507.16,4325.653
0.72533,2507.188,4325.727
0.72534,2507.216,4325.8
0.72535,2507.244,4325.873
0.72536,2507.271,4325.946
0.72537,2507.299,4326.019
0.72538,2507.327,4326.092
0.72539,2507.355,4326.165
0.7254,2507.383,4326.238
0.72541,2507.41,4326.311
0.72542,2507.438,4326.384
0.72543,2507.466,4326.457
0.72544,2507.494,4326.53
0.72545,2507.522,4326.604
0.72546,2507.55,4326.676
0.72547,2507.577,4326.75
0.72548,2507.605,4326.823
0.72549,2507.633,4326.896
0.7255,2507.661,4326.969
0.72551,2507.688,4327.042
0.72552,2507.716,4327.115
0.72553,2507.744,4327.188
0.72554,2507.772,4327.261
0.72555,2507.8,4327.334
0.72556,2507.828,4327.407
0.72557,2507.855,4327.48
0.72558,2507.883,4327.553
0.72559,2507.911,4327.626
0.7256,2507.939,4327.699
0.72561,2507.967,4327.772
0.72562,2507.995,4327.846
0.72563,2508.022,4327.918
0.72564,2508.05,4327.992
0.72565,2508.078,4328.065
0.72566,2508.106,4328.138
0.72567,2508.134,4328.211
0.72568,2508.161,4328.284
0.72569,2508.189,4328.357
0.7257,2508.217,4328.43
0.72571,2508.245,4328.503
0.72572,2508.273,4328.576
0.72573,2508.301,4328.649
0.72574,2508.328,4328.722
0.72575,2508.356,4328.795
0.72576,2508.384,4328.869
0.72577,2508.412,4328.941
0.72578,2508.439,4329.015
0.72579,2508.467,4329.088
0.7258,2508.495,4329.161
0.72581,2508.523,4329.234
0.72582,2508.551,4329.307
0.72583,2508.579,4329.38
0.72584,2508.606,4329.453
0.72585,2508.634,4329.526
0.72586,2508.662,4329.599
0.72587,2508.69,4329.672
0.72588,2508.718,4329.746
0.72589,2508.745,4329.818
0.7259,2508.773,4329.892
0.72591,2508.801,4329.965
0.72592,2508.829,4330.038
0.72593,2508.857,4330.111
0.72594,2508.885,4330.184
0.72595,2508.912,4330.257
0.72596,2508.94,4330.33
0.72597,2508.968,4330.403
0.72598,2508.996,4330.476
0.72599,2509.023,4330.549
0.726,2509.051,4330.623
0.72601,2509.079,4330.695
0.72602,2509.107,4330.769
0.72603,2509.135,4330.842
0.72604,2509.162,4330.915
0.72605,2509.19,4330.988
0.72606,2509.218,4331.061
0.72607,2509.246,4331.134
0.72608,2509.274,4331.207
0.72609,2509.302,4331.28
0.7261,2509.329,4331.354
0.72611,2509.357,4331.426
0.72612,2509.385,4331.5
0.72613,2509.413,4331.573
0.72614,2509.44,4331.646
0.72615,2509.468,4331.719
0.72616,2509.496,4331.792
0.72617,2509.524,4331.865
0.72618,2509.552,4331.938
0.72619,2509.58,4332.011
0.7262,2509.607,4332.084
0.72621,2509.635,4332.157
0.72622,2509.663,4332.23
0.72623,2509.691,4332.303
0.72624,2509.719,4332.376
0.72625,2509.746,4332.45
0.72626,2509.774,4332.522
0.72627,2509.802,4332.596
0.72628,2509.83,4332.669
0.72629,2509.857,4332.742
0.7263,2509.885,4332.815
0.72631,2509.913,4332.888
0.72632,2509.941,4332.961
0.72633,2509.969,4333.034
0.72634,2509.997,4333.107
0.72635,2510.024,4333.181
0.72636,2510.052,4333.253
0.72637,2510.08,4333.327
0.72638,2510.108,4333.4
0.72639,2510.135,4333.473
0.7264,2510.163,4333.546
0.72641,2510.191,4333.619
0.72642,2510.219,4333.692
0.72643,2510.247,4333.765
0.72644,2510.274,4333.838
0.72645,2510.302,4333.912
0.72646,2510.33,4333.984
0.72647,2510.358,4334.058
0.72648,2510.386,4334.131
0.72649,2510.414,4334.204
0.7265,2510.441,4334.277
0.72651,2510.469,4334.35
0.72652,2510.497,4334.423
0.72653,2510.525,4334.496
0.72654,2510.552,4334.569
0.72655,2510.58,4334.643
0.72656,2510.608,4334.715
0.72657,2510.636,4334.789
0.72658,2510.664,4334.862
0.72659,2510.691,4334.935
0.7266,2510.719,4335.008
0.72661,2510.747,4335.081
0.72662,2510.775,4335.154
0.72663,2510.803,4335.227
0.72664,2510.83,4335.3
0.72665,2510.858,4335.374
0.72666,2510.886,4335.446
0.72667,2510.914,4335.52
0.72668,2510.942,4335.593
0.72669,2510.969,4335.666
0.7267,2510.997,4335.739
0.72671,2511.025,4335.812
0.72672,2511.053,4335.885
0.72673,2511.081,4335.958
0.72674,2511.108,4336.031
0.72675,2511.136,4336.104
0.72676,2511.164,4336.177
0.72677,2511.192,4336.25
0.72678,2511.219,4336.324
0.72679,2511.247,4336.397
0.7268,2511.275,4336.47
0.72681,2511.303,4336.543
0.72682,2511.331,4336.616
0.72683,2511.358,4336.689
0.72684,2511.386,4336.762
0.72685,2511.414,4336.835
0.72686,2511.442,4336.909
0.72687,2511.47,4336.981
0.72688,2511.498,4337.055
0.72689,2511.525,4337.128
0.7269,2511.553,4337.201
0.72691,2511.581,4337.274
0.72692,2511.609,4337.347
0.72693,2511.636,4337.42
0.72694,2511.664,4337.493
0.72695,2511.692,4337.566
0.72696,2511.72,4337.64
0.72697,2511.748,4337.713
0.72698,2511.775,4337.786
0.72699,2511.803,4337.859
0.727,2511.831,4337.932
0.72701,2511.859,4338.005
0.72702,2511.886,4338.078
0.72703,2511.914,4338.151
0.72704,2511.942,4338.225
0.72705,2511.97,4338.297
0.72706,2511.998,4338.371
0.72707,2512.025,4338.444
0.72708,2512.053,4338.517
0.72709,2512.081,4338.59
0.7271,2512.109,4338.663
0.72711,2512.136,4338.736
0.72712,2512.164,4338.809
0.72713,2512.192,4338.882
0.72714,2512.22,4338.956
0.72715,2512.248,4339.029
0.72716,2512.276,4339.102
0.72717,2512.303,4339.175
0.72718,2512.331,4339.248
0.72719,2512.359,4339.321
0.7272,2512.387,4339.394
0.72721,2512.415,4339.467
0.72722,2512.442,4339.541
0.72723,2512.47,4339.614
0.72724,2512.498,4339.687
0.72725,2512.526,4339.76
0.72726,2512.553,4339.833
0.72727,2512.581,4339.906
0.72728,2512.609,4339.979
0.72729,2512.637,4340.052
0.7273,2512.665,4340.125
0.72731,2512.692,4340.199
0.72732,2512.72,4340.271
0.72733,2512.748,4340.345
0.72734,2512.776,4340.418
0.72735,2512.803,4340.491
0.72736,2512.831,4340.564
0.72737,2512.859,4340.637
0.72738,2512.887,4340.71
0.72739,2512.915,4340.784
0.7274,2512.942,4340.856
0.72741,2512.97,4340.93
0.72742,2512.998,4341.003
0.72743,2513.026,4341.076
0.72744,2513.053,4341.149
0.72745,2513.081,4341.222
0.72746,2513.109,4341.295
0.72747,2513.137,4341.369
0.72748,2513.165,4341.441
0.72749,2513.192,4341.515
0.7275,2513.22,4341.588
0.72751,2513.248,4341.661
0.72752,2513.276,4341.734
0.72753,2513.303,4341.807
0.72754,2513.331,4341.88
0.72755,2513.359,4341.954
0.72756,2513.387,4342.026
0.72757,2513.415,4342.1
0.72758,2513.442,4342.173
0.72759,2513.47,4342.246
0.7276,2513.498,4342.319
0.72761,2513.526,4342.392
0.72762,2513.553,4342.465
0.72763,2513.581,4342.539
0.72764,2513.609,4342.611
0.72765,2513.637,4342.685
0.72766,2513.665,4342.758
0.72767,2513.692,4342.831
0.72768,2513.72,4342.904
0.72769,2513.748,4342.977
0.7277,2513.776,4343.05
0.72771,2513.803,4343.124
0.72772,2513.831,4343.197
0.72773,2513.859,4343.27
0.72774,2513.887,4343.343
0.72775,2513.915,4343.416
0.72776,2513.942,4343.489
0.72777,2513.97,4343.562
0.72778,2513.998,4343.635
0.72779,2514.026,4343.708
0.7278,2514.053,4343.782
0.72781,2514.081,4343.854
0.72782,2514.109,4343.928
0.72783,2514.137,4344.001
0.72784,2514.165,4344.074
0.72785,2514.192,4344.147
0.72786,2514.22,4344.22
0.72787,2514.248,4344.293
0.72788,2514.276,4344.367
0.72789,2514.303,4344.44
0.7279,2514.331,4344.513
0.72791,2514.359,4344.586
0.72792,2514.387,4344.659
0.72793,2514.415,4344.732
0.72794,2514.442,4344.806
0.72795,2514.47,4344.878
0.72796,2514.498,4344.952
0.72797,2514.526,4345.025
0.72798,2514.553,4345.098
0.72799,2514.581,4345.171
0.728,2514.609,4345.244
0.72801,2514.637,4345.317
0.72802,2514.665,4345.391
0.72803,2514.692,4345.464
0.72804,2514.72,4345.537
0.72805,2514.748,4345.61
0.72806,2514.776,4345.683
0.72807,2514.803,4345.756
0.72808,2514.831,4345.829
0.72809,2514.859,4345.902
0.7281,2514.887,4345.976
0.72811,2514.914,4346.049
0.72812,2514.942,4346.122
0.72813,2514.97,4346.195
0.72814,2514.998,4346.268
0.72815,2515.025,4346.341
0.72816,2515.053,4346.415
0.72817,2515.081,4346.488
0.72818,2515.109,4346.561
0.72819,2515.136,4346.634
0.7282,2515.164,4346.707
0.72821,2515.192,4346.78
0.72822,2515.22,4346.854
0.72823,2515.248,4346.926
0.72824,2515.275,4347
0.72825,2515.303,4347.073
0.72826,2515.331,4347.146
0.72827,2515.359,4347.219
0.72828,2515.386,4347.292
0.72829,2515.414,4347.365
0.7283,2515.442,4347.438
0.72831,2515.47,4347.512
0.72832,2515.498,4347.585
0.72833,2515.525,4347.658
0.72834,2515.553,4347.731
0.72835,2515.581,4347.804
0.72836,2515.609,4347.877
0.72837,2515.636,4347.951
0.72838,2515.664,4348.023
0.72839,2515.692,4348.097
