z,d_M,d_L
0.51319,1878.047,2841.842
0.5132,1878.078,2841.908
0.51321,1878.11,2841.975
0.51322,1878.142,2842.042
0.51323,1878.173,2842.108
0.51324,1878.205,2842.175
0.51325,1878.236,2842.241
0.51326,1878.268,2842.308
0.51327,1878.299,2842.374
0.51328,1878.331,2842.441
0.51329,1878.363,2842.507
0.5133,1878.394,2842.574
0.51331,1878.426,2842.641
0.51332,1878.457,2842.707
0.51333,1878.489,2842.774
0.51334,1878.521,2842.84
0.51335,1878.552,2842.907
0.51336,1878.584,2842.973
0.51337,1878.615,2843.04
0.51338,1878.647,2843.106
0.51339,1878.678,2843.173
0.5134,1878.71,2843.24
0.51341,1878.741,2843.306
0.51342,1878.773,2843.373
0.51343,1878.805,2843.439
0.51344,1878.836,2843.506
0.51345,1878.868,2843.572
0.51346,1878.899,2843.639
0.51347,1878.931,2843.706
0.51348,1878.962,2843.772
0.51349,1878.994,2843.839
0.5135,1879.026,2843.905
0.51351,1879.057,2843.972
0.51352,1879.089,2844.038
0.51353,1879.12,2844.105
0.51354,1879.152,2844.171
0.51355,1879.183,2844.238
0.51356,1879.215,2844.305
0.51357,1879.246,2844.371
0.51358,1879.278,2844.438
0.51359,1879.31,2844.504
0.5136,1879.341,2844.571
0.51361,1879.373,2844.637
0.51362,1879.404,2844.704
0.51363,1879.436,2844.771
0.51364,1879.467,2844.837
0.51365,1879.499,2844.904
0.51366,1879.531,2844.97
0.51367,1879.562,2845.037
0.51368,1879.594,2845.103
0.51369,1879.625,2845.17
0.5137,1879.657,2845.237
0.51371,1879.688,2845.303
0.51372,1879.72,2845.37
0.51373,1879.751,2845.436
0.51374,1879.783,2845.503
0.51375,1879.815,2845.569
0.51376,1879.846,2845.636
0.51377,1879.878,2845.703
0.51378,1879.909,2845.769
0.51379,1879.941,2845.836
0.5138,1879.972,2845.902
0.51381,1880.004,2845.969
0.51382,1880.036,2846.035
0.51383,1880.067,2846.102
0.51384,1880.099,2846.168
0.51385,1880.13,2846.235
0.51386,1880.162,2846.302
0.51387,1880.193,2846.368
0.51388,1880.225,2846.435
0.51389,1880.256,2846.501
0.5139,1880.288,2846.568
0.51391,1880.32,2846.635
0.51392,1880.351,2846.701
0.51393,1880.383,2846.768
0.51394,1880.414,2846.834
0.51395,1880.446,2846.901
0.51396,1880.477,2846.968
0.51397,1880.509,2847.034
0.51398,1880.541,2847.101
0.51399,1880.572,2847.167
0.514,1880.604,2847.234
0.51401,1880.635,2847.301
0.51402,1880.667,2847.367
0.51403,1880.698,2847.434
0.51404,1880.73,2847.5
0.51405,1880.761,2847.567
0.51406,1880.793,2847.633
0.51407,1880.824,2847.7
0.51408,1880.856,2847.767
0.51409,1880.888,2847.833
0.5141,1880.919,2847.9
0.51411,1880.951,2847.966
0.51412,1880.982,2848.033
0.51413,1881.014,2848.099
0.51414,1881.045,2848.166
0.51415,1881.077,2848.233
0.51416,1881.109,2848.299
0.51417,1881.14,2848.366
0.51418,1881.172,2848.432
0.51419,1881.203,2848.499
0.5142,1881.235,2848.565
0.51421,1881.266,2848.632
0.51422,1881.298,2848.699
0.51423,1881.329,2848.765
0.51424,1881.361,2848.832
0.51425,1881.392,2848.898
0.51426,1881.424,2848.965
0.51427,1881.456,2849.032
0.51428,1881.487,2849.098
0.51429,1881.519,2849.165
0.5143,1881.55,2849.231
0.51431,1881.582,2849.298
0.51432,1881.613,2849.365
0.51433,1881.645,2849.431
0.51434,1881.676,2849.498
0.51435,1881.708,2849.564
0.51436,1881.74,2849.631
0.51437,1881.771,2849.698
0.51438,1881.803,2849.764
0.51439,1881.834,2849.831
0.5144,1881.866,2849.897
0.51441,1881.897,2849.964
0.51442,1881.929,2850.031
0.51443,1881.96,2850.097
0.51444,1881.992,2850.164
0.51445,1882.023,2850.23
0.51446,1882.055,2850.297
0.51447,1882.087,2850.364
0.51448,1882.118,2850.43
0.51449,1882.15,2850.497
0.5145,1882.181,2850.563
0.51451,1882.213,2850.63
0.51452,1882.244,2850.697
0.51453,1882.276,2850.763
0.51454,1882.307,2850.83
0.51455,1882.339,2850.896
0.51456,1882.37,2850.963
0.51457,1882.402,2851.03
0.51458,1882.433,2851.096
0.51459,1882.465,2851.163
0.5146,1882.497,2851.229
0.51461,1882.528,2851.296
0.51462,1882.56,2851.363
0.51463,1882.591,2851.429
0.51464,1882.623,2851.496
0.51465,1882.654,2851.563
0.51466,1882.686,2851.629
0.51467,1882.717,2851.696
0.51468,1882.749,2851.762
0.51469,1882.781,2851.829
0.5147,1882.812,2851.896
0.51471,1882.844,2851.962
0.51472,1882.875,2852.029
0.51473,1882.907,2852.095
0.51474,1882.938,2852.162
0.51475,1882.97,2852.229
0.51476,1883.001,2852.295
0.51477,1883.033,2852.362
0.51478,1883.064,2852.428
0.51479,1883.096,2852.495
0.5148,1883.127,2852.562
0.51481,1883.159,2852.628
0.51482,1883.191,2852.695
0.51483,1883.222,2852.761
0.51484,1883.254,2852.828
0.51485,1883.285,2852.895
0.51486,1883.317,2852.961
0.51487,1883.348,2853.028
0.51488,1883.38,2853.094
0.51489,1883.411,2853.161
0.5149,1883.443,2853.228
0.51491,1883.474,2853.294
0.51492,1883.506,2853.361
0.51493,1883.537,2853.427
0.51494,1883.569,2853.494
0.51495,1883.601,2853.561
0.51496,1883.632,2853.627
0.51497,1883.664,2853.694
0.51498,1883.695,2853.76
0.51499,1883.727,2853.827
0.515,1883.758,2853.894
0.51501,1883.79,2853.96
0.51502,1883.821,2854.027
0.51503,1883.853,2854.094
0.51504,1883.884,2854.16
0.51505,1883.916,2854.227
0.51506,1883.948,2854.293
0.51507,1883.979,2854.36
0.51508,1884.01,2854.427
0.51509,1884.042,2854.493
0.5151,1884.074,2854.56
0.51511,1884.105,2854.626
0.51512,1884.137,2854.693
0.51513,1884.168,2854.76
0.51514,1884.2,2854.826
0.51515,1884.231,2854.893
0.51516,1884.263,2854.96
0.51517,1884.294,2855.026
0.51518,1884.326,2855.093
0.51519,1884.357,2855.159
0.5152,1884.389,2855.226
0.51521,1884.421,2855.293
0.51522,1884.452,2855.359
0.51523,1884.484,2855.426
0.51524,1884.515,2855.493
0.51525,1884.547,2855.559
0.51526,1884.578,2855.626
0.51527,1884.61,2855.693
0.51528,1884.641,2855.759
0.51529,1884.673,2855.826
0.5153,1884.704,2855.892
0.51531,1884.736,2855.959
0.51532,1884.767,2856.026
0.51533,1884.799,2856.092
0.51534,1884.83,2856.159
0.51535,1884.862,2856.226
0.51536,1884.893,2856.292
0.51537,1884.925,2856.359
0.51538,1884.957,2856.426
0.51539,1884.988,2856.492
0.5154,1885.02,2856.559
0.51541,1885.051,2856.625
0.51542,1885.083,2856.692
0.51543,1885.114,2856.759
0.51544,1885.146,2856.825
0.51545,1885.177,2856.892
0.51546,1885.209,2856.958
0.51547,1885.24,2857.025
0.51548,1885.272,2857.092
0.51549,1885.303,2857.158
0.5155,1885.335,2857.225
0.51551,1885.366,2857.292
0.51552,1885.398,2857.358
0.51553,1885.429,2857.425
0.51554,1885.461,2857.491
0.51555,1885.493,2857.558
0.51556,1885.524,2857.625
0.51557,1885.556,2857.691
0.51558,1885.587,2857.758
0.51559,1885.619,2857.825
0.5156,1885.65,2857.891
0.51561,1885.682,2857.958
0.51562,1885.713,2858.025
0.51563,1885.745,2858.091
0.51564,1885.776,2858.158
0.51565,1885.808,2858.225
0.51566,1885.839,2858.291
0.51567,1885.871,2858.358
0.51568,1885.902,2858.425
0.51569,1885.934,2858.491
0.5157,1885.965,2858.558
0.51571,1885.997,2858.625
0.51572,1886.028,2858.691
0.51573,1886.06,2858.758
0.51574,1886.092,2858.824
0.51575,1886.123,2858.891
0.51576,1886.155,2858.958
0.51577,1886.186,2859.024
0.51578,1886.218,2859.091
0.51579,1886.249,2859.157
0.5158,1886.281,2859.224
0.51581,1886.312,2859.291
0.51582,1886.344,2859.357
0.51583,1886.375,2859.424
0.51584,1886.407,2859.491
0.51585,1886.438,2859.557
0.51586,1886.47,2859.624
0.51587,1886.501,2859.691
0.51588,1886.533,2859.757
0.51589,1886.564,2859.824
0.5159,1886.596,2859.891
0.51591,1886.627,2859.957
0.51592,1886.659,2860.024
0.51593,1886.69,2860.091
0.51594,1886.722,2860.157
0.51595,1886.753,2860.224
0.51596,1886.785,2860.291
0.51597,1886.817,2860.357
0.51598,1886.848,2860.424
0.51599,1886.88,2860.49
0.516,1886.911,2860.557
0.51601,1886.943,2860.624
0.51602,1886.974,2860.69
0.51603,1887.006,2860.757
0.51604,1887.037,2860.824
0.51605,1887.069,2860.89
0.51606,1887.1,2860.957
0.51607,1887.132,2861.024
0.51608,1887.163,2861.09
0.51609,1887.195,2861.157
0.5161,1887.226,2861.224
0.51611,1887.258,2861.29
0.51612,1887.289,2861.357
0.51613,1887.321,2861.424
0.51614,1887.352,2861.49
0.51615,1887.384,2861.557
0.51616,1887.415,2861.624
0.51617,1887.447,2861.69
0.51618,1887.478,2861.757
0.51619,1887.51,2861.824
0.5162,1887.541,2861.89
0.51621,1887.573,2861.957
0.51622,1887.604,2862.024
0.51623,1887.636,2862.09
0.51624,1887.667,2862.157
0.51625,1887.699,2862.224
0.51626,1887.73,2862.29
0.51627,1887.762,2862.357
0.51628,1887.793,2862.424
0.51629,1887.825,2862.49
0.5163,1887.857,2862.557
0.51631,1887.888,2862.624
0.51632,1887.92,2862.69
0.51633,1887.951,2862.757
0.51634,1887.983,2862.823
0.51635,1888.014,2862.89
0.51636,1888.046,2862.957
0.51637,1888.077,2863.023
0.51638,1888.109,2863.09
0.51639,1888.14,2863.157
0.5164,1888.172,2863.223
0.51641,1888.203,2863.29
0.51642,1888.235,2863.357
0.51643,1888.266,2863.424
0.51644,1888.298,2863.49
0.51645,1888.329,2863.557
0.51646,1888.361,2863.624
0.51647,1888.392,2863.69
0.51648,1888.424,2863.757
0.51649,1888.455,2863.823
0.5165,1888.487,2863.89
0.51651,1888.518,2863.957
0.51652,1888.55,2864.023
0.51653,1888.581,2864.09
0.51654,1888.613,2864.157
0.51655,1888.644,2864.224
0.51656,1888.676,2864.29
0.51657,1888.707,2864.357
0.51658,1888.739,2864.424
0.51659,1888.77,2864.49
0.5166,1888.802,2864.557
0.51661,1888.833,2864.624
0.51662,1888.865,2864.69
0.51663,1888.896,2864.757
0.51664,1888.928,2864.823
0.51665,1888.959,2864.89
0.51666,1888.991,2864.957
0.51667,1889.022,2865.024
0.51668,1889.054,2865.09
0.51669,1889.085,2865.157
0.5167,1889.117,2865.224
0.51671,1889.148,2865.29
0.51672,1889.18,2865.357
0.51673,1889.211,2865.424
0.51674,1889.243,2865.49
0.51675,1889.274,2865.557
0.51676,1889.306,2865.624
0.51677,1889.337,2865.69
0.51678,1889.369,2865.757
0.51679,1889.401,2865.824
0.5168,1889.432,2865.89
0.51681,1889.464,2865.957
0.51682,1889.495,2866.024
0.51683,1889.526,2866.09
0.51684,1889.558,2866.157
0.51685,1889.589,2866.224
0.51686,1889.621,2866.291
0.51687,1889.652,2866.357
0.51688,1889.684,2866.424
0.51689,1889.715,2866.49
0.5169,1889.747,2866.557
0.51691,1889.778,2866.624
0.51692,1889.81,2866.691
0.51693,1889.842,2866.757
0.51694,1889.873,2866.824
0.51695,1889.905,2866.891
0.51696,1889.936,2866.957
0.51697,1889.968,2867.024
0.51698,1889.999,2867.091
0.51699,1890.031,2867.157
0.517,1890.062,2867.224
0.51701,1890.094,2867.291
0.51702,1890.125,2867.357
0.51703,1890.156,2867.424
0.51704,1890.188,2867.491
0.51705,1890.219,2867.557
0.51706,1890.251,2867.624
0.51707,1890.282,2867.691
0.51708,1890.314,2867.758
0.51709,1890.345,2867.824
0.5171,1890.377,2867.891
0.51711,1890.408,2867.958
0.51712,1890.44,2868.024
0.51713,1890.471,2868.091
0.51714,1890.503,2868.158
0.51715,1890.534,2868.224
0.51716,1890.566,2868.291
0.51717,1890.597,2868.358
0.51718,1890.629,2868.425
0.51719,1890.661,2868.491
0.5172,1890.692,2868.558
0.51721,1890.724,2868.625
0.51722,1890.755,2868.691
0.51723,1890.786,2868.758
0.51724,1890.818,2868.825
0.51725,1890.849,2868.891
0.51726,1890.881,2868.958
0.51727,1890.912,2869.025
0.51728,1890.944,2869.091
0.51729,1890.975,2869.158
0.5173,1891.007,2869.225
0.51731,1891.038,2869.292
0.51732,1891.07,2869.358
0.51733,1891.101,2869.425
0.51734,1891.133,2869.492
0.51735,1891.164,2869.558
0.51736,1891.196,2869.625
0.51737,1891.227,2869.692
0.51738,1891.259,2869.758
0.51739,1891.29,2869.825
0.5174,1891.322,2869.892
0.51741,1891.353,2869.958
0.51742,1891.385,2870.025
0.51743,1891.416,2870.092
0.51744,1891.448,2870.159
0.51745,1891.479,2870.225
0.51746,1891.511,2870.292
0.51747,1891.542,2870.359
0.51748,1891.574,2870.425
0.51749,1891.605,2870.492
0.5175,1891.637,2870.559
0.51751,1891.668,2870.625
0.51752,1891.7,2870.692
0.51753,1891.731,2870.759
0.51754,1891.763,2870.826
0.51755,1891.794,2870.892
0.51756,1891.826,2870.959
0.51757,1891.857,2871.026
0.51758,1891.889,2871.093
0.51759,1891.92,2871.159
0.5176,1891.952,2871.226
0.51761,1891.983,2871.292
0.51762,1892.015,2871.359
0.51763,1892.046,2871.426
0.51764,1892.078,2871.493
0.51765,1892.109,2871.559
0.51766,1892.141,2871.626
0.51767,1892.172,2871.693
0.51768,1892.204,2871.76
0.51769,1892.235,2871.826
0.5177,1892.267,2871.893
0.51771,1892.298,2871.96
0.51772,1892.329,2872.026
0.51773,1892.361,2872.093
0.51774,1892.392,2872.16
0.51775,1892.424,2872.227
0.51776,1892.455,2872.293
0.51777,1892.487,2872.36
0.51778,1892.518,2872.427
0.51779,1892.55,2872.493
0.5178,1892.581,2872.56
0.51781,1892.613,2872.627
0.51782,1892.644,2872.693
0.51783,1892.676,2872.76
0.51784,1892.707,2872.827
0.51785,1892.739,2872.894
0.51786,1892.77,2872.96
0.51787,1892.802,2873.027
0.51788,1892.833,2873.094
0.51789,1892.865,2873.16
0.5179,1892.896,2873.227
0.51791,1892.928,2873.294
0.51792,1892.959,2873.361
0.51793,1892.991,2873.427
0.51794,1893.022,2873.494
0.51795,1893.054,2873.561
0.51796,1893.085,2873.627
0.51797,1893.117,2873.694
0.51798,1893.148,2873.761
0.51799,1893.18,2873.828
0.518,1893.211,2873.894
0.51801,1893.243,2873.961
0.51802,1893.274,2874.028
0.51803,1893.306,2874.094
0.51804,1893.337,2874.161
0.51805,1893.369,2874.228
0.51806,1893.4,2874.295
0.51807,1893.431,2874.362
0.51808,1893.463,2874.428
0.51809,1893.494,2874.495
0.5181,1893.526,2874.562
0.51811,1893.557,2874.628
0.51812,1893.589,2874.695
0.51813,1893.62,2874.762
0.51814,1893.652,2874.829
0.51815,1893.683,2874.895
0.51816,1893.715,2874.962
0.51817,1893.746,2875.029
0.51818,1893.778,2875.095
0.51819,1893.809,2875.162
0.5182,1893.841,2875.229
0.51821,1893.872,2875.296
0.51822,1893.904,2875.362
0.51823,1893.935,2875.429
0.51824,1893.967,2875.496
0.51825,1893.998,2875.563
0.51826,1894.03,2875.629
0.51827,1894.061,2875.696
0.51828,1894.093,2875.763
0.51829,1894.124,2875.829
0.5183,1894.155,2875.896
0.51831,1894.187,2875.963
0.51832,1894.218,2876.03
0.51833,1894.25,2876.096
0.51834,1894.281,2876.163
0.51835,1894.313,2876.23
0.51836,1894.344,2876.297
0.51837,1894.376,2876.363
0.51838,1894.407,2876.43
0.51839,1894.439,2876.497
0.5184,1894.47,2876.563
0.51841,1894.502,2876.63
0.51842,1894.533,2876.697
0.51843,1894.565,2876.764
0.51844,1894.596,2876.831
0.51845,1894.628,2876.897
0.51846,1894.659,2876.964
0.51847,1894.69,2877.031
0.51848,1894.722,2877.097
0.51849,1894.753,2877.164
0.5185,1894.785,2877.231
0.51851,1894.816,2877.298
0.51852,1894.848,2877.364
0.51853,1894.879,2877.431
0.51854,1894.911,2877.498
0.51855,1894.942,2877.564
0.51856,1894.974,2877.631
0.51857,1895.005,2877.698
0.51858,1895.037,2877.765
0.51859,1895.068,2877.832
0.5186,1895.1,2877.898
0.51861,1895.131,2877.965
0.51862,1895.163,2878.032
0.51863,1895.194,2878.098
0.51864,1895.225,2878.165
0.51865,1895.257,2878.232
0.51866,1895.288,2878.299
0.51867,1895.32,2878.365
0.51868,1895.351,2878.432
0.51869,1895.383,2878.499
0.5187,1895.414,2878.566
0.51871,1895.446,2878.633
0.51872,1895.477,2878.699
0.51873,1895.509,2878.766
0.51874,1895.54,2878.833
0.51875,1895.572,2878.899
0.51876,1895.603,2878.966
0.51877,1895.635,2879.033
0.51878,1895.666,2879.1
0.51879,1895.698,2879.167
0.5188,1895.729,2879.233
0.51881,1895.76,2879.3
0.51882,1895.792,2879.367
0.51883,1895.823,2879.433
0.51884,1895.855,2879.5
0.51885,1895.886,2879.567
0.51886,1895.918,2879.634
0.51887,1895.949,2879.7
0.51888,1895.981,2879.767
0.51889,1896.012,2879.834
0.5189,1896.044,2879.901
0.51891,1896.075,2879.968
0.51892,1896.107,2880.034
0.51893,1896.138,2880.101
0.51894,1896.169,2880.168
0.51895,1896.201,2880.234
0.51896,1896.232,2880.301
0.51897,1896.264,2880.368
0.51898,1896.295,2880.435
0.51899,1896.327,2880.501
0.519,1896.358,2880.568
0.51901,1896.39,2880.635
0.51902,1896.421,2880.702
0.51903,1896.453,2880.769
0.51904,1896.484,2880.835
0.51905,1896.516,2880.902
0.51906,1896.547,2880.969
0.51907,1896.578,2881.035
0.51908,1896.61,2881.102
0.51909,1896.641,2881.169
0.5191,1896.673,2881.236
0.51911,1896.704,2881.302
0.51912,1896.736,2881.369
0.51913,1896.767,2881.436
0.51914,1896.799,2881.503
0.51915,1896.83,2881.57
0.51916,1896.862,2881.636
0.51917,1896.893,2881.703
0.51918,1896.925,2881.77
0.51919,1896.956,2881.837
0.5192,1896.987,2881.903
0.51921,1897.019,2881.97
0.51922,1897.05,2882.037
0.51923,1897.082,2882.104
0.51924,1897.113,2882.17
0.51925,1897.145,2882.237
0.51926,1897.176,2882.304
0.51927,1897.208,2882.371
0.51928,1897.239,2882.438
0.51929,1897.271,2882.504
0.5193,1897.302,2882.571
0.51931,1897.333,2882.638
0.51932,1897.365,2882.705
0.51933,1897.396,2882.771
0.51934,1897.428,2882.838
0.51935,1897.459,2882.905
0.51936,1897.491,2882.972
0.51937,1897.522,2883.038
0.51938,1897.554,2883.105
0.51939,1897.585,2883.172
0.5194,1897.617,2883.239
0.51941,1897.648,2883.305
0.51942,1897.68,2883.372
0.51943,1897.711,2883.439
0.51944,1897.742,2883.506
0.51945,1897.774,2883.573
0.51946,1897.805,2883.639
0.51947,1897.837,2883.706
0.51948,1897.868,2883.773
0.51949,1897.9,2883.84
0.5195,1897.931,2883.906
0.51951,1897.963,2883.973
0.51952,1897.994,2884.04
0.51953,1898.026,2884.107
0.51954,1898.057,2884.174
0.51955,1898.088,2884.24
0.51956,1898.12,2884.307
0.51957,1898.151,2884.374
0.51958,1898.183,2884.441
0.51959,1898.214,2884.507
0.5196,1898.246,2884.574
0.51961,1898.277,2884.641
0.51962,1898.309,2884.708
0.51963,1898.34,2884.774
0.51964,1898.371,2884.841
0.51965,1898.403,2884.908
0.51966,1898.434,2884.975
0.51967,1898.466,2885.042
0.51968,1898.497,2885.108
0.51969,1898.529,2885.175
0.5197,1898.56,2885.242
0.51971,1898.592,2885.309
0.51972,1898.623,2885.375
0.51973,1898.655,2885.442
0.51974,1898.686,2885.509
0.51975,1898.717,2885.576
0.51976,1898.749,2885.643
0.51977,1898.78,2885.709
0.51978,1898.812,2885.776
0.51979,1898.843,2885.843
0.5198,1898.875,2885.91
0.51981,1898.906,2885.977
0.51982,1898.938,2886.043
0.51983,1898.969,2886.11
0.51984,1899,2886.177
0.51985,1899.032,2886.244
0.51986,1899.063,2886.311
0.51987,1899.095,2886.377
0.51988,1899.126,2886.444
0.51989,1899.158,2886.511
0.5199,1899.189,2886.578
0.51991,1899.221,2886.644
0.51992,1899.252,2886.711
0.51993,1899.283,2886.778
0.51994,1899.315,2886.845
0.51995,1899.346,2886.912
0.51996,1899.378,2886.978
0.51997,1899.409,2887.045
0.51998,1899.441,2887.112
0.51999,1899.472,2887.179
0.52,1899.504,2887.245
0.52001,1899.535,2887.312
0.52002,1899.567,2887.379
0.52003,1899.598,2887.446
0.52004,1899.629,2887.513
0.52005,1899.661,2887.579
0.52006,1899.692,2887.646
0.52007,1899.724,2887.713
0.52008,1899.755,2887.78
0.52009,1899.787,2887.847
0.5201,1899.818,2887.913
0.52011,1899.849,2887.98
0.52012,1899.881,2888.047
0.52013,1899.912,2888.114
0.52014,1899.944,2888.181
0.52015,1899.975,2888.247
0.52016,1900.007,2888.314
0.52017,1900.038,2888.381
0.52018,1900.07,2888.448
0.52019,1900.101,2888.515
0.5202,1900.132,2888.581
0.52021,1900.164,2888.648
0.52022,1900.195,2888.715
0.52023,1900.227,2888.782
0.52024,1900.258,2888.849
0.52025,1900.29,2888.915
0.52026,1900.321,2888.982
0.52027,1900.353,2889.049
0.52028,1900.384,2889.116
0.52029,1900.415,2889.183
0.5203,1900.447,2889.249
0.52031,1900.478,2889.316
0.52032,1900.51,2889.383
0.52033,1900.541,2889.45
0.52034,1900.573,2889.517
0.52035,1900.604,2889.583
0.52036,1900.635,2889.65
0.52037,1900.667,2889.717
0.52038,1900.698,2889.784
0.52039,1900.73,2889.851
0.5204,1900.761,2889.917
0.52041,1900.793,2889.984
0.52042,1900.824,2890.051
0.52043,1900.855,2890.118
0.52044,1900.887,2890.185
0.52045,1900.918,2890.251
0.52046,1900.95,2890.318
0.52047,1900.981,2890.385
0.52048,1901.013,2890.452
0.52049,1901.044,2890.519
0.5205,1901.076,2890.585
0.52051,1901.107,2890.652
0.52052,1901.138,2890.719
0.52053,1901.17,2890.786
0.52054,1901.201,2890.853
0.52055,1901.233,2890.919
0.52056,1901.264,2890.986
0.52057,1901.296,2891.053
0.52058,1901.327,2891.12
0.52059,1901.359,2891.187
0.5206,1901.39,2891.253
0.52061,1901.421,2891.32
0.52062,1901.453,2891.387
0.52063,1901.484,2891.454
0.52064,1901.516,2891.521
0.52065,1901.547,2891.588
0.52066,1901.578,2891.654
0.52067,1901.61,2891.721
0.52068,1901.641,2891.788
0.52069,1901.673,2891.855
0.5207,1901.704,2891.922
0.52071,1901.736,2891.989
0.52072,1901.767,2892.055
0.52073,1901.799,2892.122
0.52074,1901.83,2892.189
0.52075,1901.861,2892.256
0.52076,1901.893,2892.323
0.52077,1901.924,2892.389
0.52078,1901.956,2892.456
0.52079,1901.987,2892.523
0.5208,1902.019,2892.59
0.52081,1902.05,2892.656
0.52082,1902.081,2892.723
0.52083,1902.113,2892.79
0.52084,1902.144,2892.857
0.52085,1902.176,2892.924
0.52086,1902.207,2892.991
0.52087,1902.239,2893.058
0.52088,1902.27,2893.124
0.52089,1902.301,2893.191
0.5209,1902.333,2893.258
0.52091,1902.364,2893.325
0.52092,1902.396,2893.392
0.52093,1902.427,2893.458
0.52094,1902.458,2893.525
0.52095,1902.49,2893.592
0.52096,1902.521,2893.659
0.52097,1902.553,2893.726
0.52098,1902.584,2893.792
0.52099,1902.616,2893.859
0.521,1902.647,2893.926
0.52101,1902.678,2893.993
0.52102,1902.71,2894.06
0.52103,1902.741,2894.127
0.52104,1902.773,2894.194
0.52105,1902.804,2894.26
0.52106,1902.836,2894.327
0.52107,1902.867,2894.394
0.52108,1902.898,2894.461
0.52109,1902.93,2894.528
0.5211,1902.961,2894.594
0.52111,1902.993,2894.661
0.52112,1903.024,2894.728
0.52113,1903.056,2894.795
0.52114,1903.087,2894.862
0.52115,1903.118,2894.929
0.52116,1903.15,2894.995
0.52117,1903.181,2895.062
0.52118,1903.213,2895.129
0.52119,1903.244,2895.196
0.5212,1903.276,2895.263
0.52121,1903.307,2895.33
0.52122,1903.338,2895.396
0.52123,1903.37,2895.463
0.52124,1903.401,2895.53
0.52125,1903.433,2895.597
0.52126,1903.464,2895.664
0.52127,1903.495,2895.731
0.52128,1903.527,2895.797
0.52129,1903.558,2895.864
0.5213,1903.59,2895.931
0.52131,1903.621,2895.998
0.52132,1903.653,2896.065
0.52133,1903.684,2896.132
0.52134,1903.715,2896.198
0.52135,1903.747,2896.265
0.52136,1903.778,2896.332
0.52137,1903.81,2896.399
0.52138,1903.841,2896.466
0.52139,1903.873,2896.533
0.5214,1903.904,2896.599
0.52141,1903.935,2896.666
0.52142,1903.967,2896.733
0.52143,1903.998,2896.8
0.52144,1904.03,2896.867
0.52145,1904.061,2896.934
0.52146,1904.092,2897
0.52147,1904.124,2897.067
0.52148,1904.155,2897.134
0.52149,1904.187,2897.201
0.5215,1904.218,2897.268
0.52151,1904.25,2897.335
0.52152,1904.281,2897.402
0.52153,1904.312,2897.469
0.52154,1904.344,2897.535
0.52155,1904.375,2897.602
0.52156,1904.407,2897.669
0.52157,1904.438,2897.736
0.52158,1904.469,2897.802
0.52159,1904.501,2897.869
0.5216,1904.532,2897.936
0.52161,1904.564,2898.003
0.52162,1904.595,2898.07
0.52163,1904.626,2898.137
0.52164,1904.658,2898.204
0.52165,1904.689,2898.271
0.52166,1904.721,2898.337
0.52167,1904.752,2898.404
0.52168,1904.784,2898.471
0.52169,1904.815,2898.538
0.5217,1904.846,2898.605
0.52171,1904.878,2898.672
0.52172,1904.909,2898.739
0.52173,1904.941,2898.805
0.52174,1904.972,2898.872
0.52175,1905.003,2898.939
0.52176,1905.035,2899.006
0.52177,1905.066,2899.073
0.52178,1905.098,2899.14
0.52179,1905.129,2899.206
0.5218,1905.161,2899.273
0.52181,1905.192,2899.34
0.52182,1905.223,2899.407
0.52183,1905.255,2899.474
0.52184,1905.286,2899.541
0.52185,1905.318,2899.607
0.52186,1905.349,2899.674
0.52187,1905.38,2899.741
0.52188,1905.412,2899.808
0.52189,1905.443,2899.875
0.5219,1905.475,2899.942
0.52191,1905.506,2900.009
0.52192,1905.537,2900.075
0.52193,1905.569,2900.142
0.52194,1905.6,2900.209
0.52195,1905.632,2900.276
0.52196,1905.663,2900.343
0.52197,1905.694,2900.41
0.52198,1905.726,2900.477
0.52199,1905.757,2900.543
0.522,1905.789,2900.61
0.52201,1905.82,2900.677
0.52202,1905.851,2900.744
0.52203,1905.883,2900.811
0.52204,1905.914,2900.878
0.52205,1905.946,2900.945
0.52206,1905.977,2901.011
0.52207,1906.009,2901.078
0.52208,1906.04,2901.145
0.52209,1906.071,2901.212
0.5221,1906.103,2901.279
0.52211,1906.134,2901.346
0.52212,1906.166,2901.413
0.52213,1906.197,2901.479
0.52214,1906.228,2901.546
0.52215,1906.26,2901.613
0.52216,1906.291,2901.68
0.52217,1906.323,2901.747
0.52218,1906.354,2901.814
0.52219,1906.385,2901.881
0.5222,1906.417,2901.948
0.52221,1906.448,2902.014
0.52222,1906.48,2902.081
0.52223,1906.511,2902.148
0.52224,1906.542,2902.215
0.52225,1906.574,2902.282
0.52226,1906.605,2902.349
0.52227,1906.637,2902.416
0.52228,1906.668,2902.483
0.52229,1906.699,2902.549
0.5223,1906.731,2902.616
0.52231,1906.762,2902.683
0.52232,1906.794,2902.75
0.52233,1906.825,2902.817
0.52234,1906.856,2902.884
0.52235,1906.888,2902.951
0.52236,1906.919,2903.018
0.52237,1906.951,2903.084
0.52238,1906.982,2903.151
0.52239,1907.013,2903.218
0.5224,1907.045,2903.285
0.52241,1907.076,2903.352
0.52242,1907.108,2903.419
0.52243,1907.139,2903.486
0.52244,1907.17,2903.552
0.52245,1907.202,2903.619
0.52246,1907.233,2903.686
0.52247,1907.265,2903.753
0.52248,1907.296,2903.82
0.52249,1907.327,2903.887
0.5225,1907.359,2903.954
0.52251,1907.39,2904.021
