object_tag,PLATE,FIBERID,MJD,MPA_tag
1353631,1813,116,53903,636792
1350689,1802,65,53885,631258
1330177,1980,554,53433,687753
1351153,1812,76,53795,636269
1330360,1970,625,53386,683711
1351117,1812,221,53795,636390
1349476,1809,38,53792,634755
1354485,1823,362,53886,641832
1355934,1810,531,53794,635648
1354353,1822,411,53172,641434
1355391,1798,502,53851,629673
1355822,1809,404,53792,635054
1351619,1819,268,54540,639933
1351902,2951,413,54592,921782
1353157,1804,536,53886,632605
1353238,1807,356,54175,633987
1281024,1794,58,54504,627278
1281877,1618,182,53116,548707
1440261,1646,389,53498,561350
1440467,1649,429,53149,562833
1440751,1652,61,53555,564150
1440393,1647,28,53531,561559
1440264,1646,392,53498,561353
1442040,1644,474,53144,560405
1442026,1644,393,53144,560345
1441971,1643,398,53143,559854
1260609,1731,498,53884,597896
1440234,1645,156,53172,560645
1442037,1644,422,53144,560368
1260242,1721,491,53857,593824
1282996,1803,161,54152,631847
1441365,1659,182,53224,567694
1442352,1648,558,53171,562435
1442443,1649,548,53149,562938
867611,1060,130,52636,368086
966277,1041,598,52724,360119
1151178,1582,559,52939,532019
966129,1039,500,52707,359041
967007,1011,538,52652,343444
966385,1043,545,52465,360983
1119794,1745,49,53061,603838
1116460,1300,595,52973,430559
1120421,1760,101,53086,610792
1116066,1295,156,52934,428470
1116144,1296,173,52962,428838
1121159,1303,569,53050,431743
1116334,1299,240,52972,429887
1116351,1299,191,52972,429855
1116728,1305,277,52757,432428
1115430,1599,306,53089,539207
1116497,1301,200,52976,430689
964833,1043,423,52465,360902
1116719,1304,613,52993,432205
1042972,1301,110,52976,430638
1119269,1757,127,53083,609723
1119405,1297,570,52963,429362
1119671,1307,455,52999,433376
1053066,1203,256,52669,395976
1053202,1205,213,52670,396727
1120280,1758,168,53084,610118
1054389,1235,278,52734,410684
1117913,1298,463,52964,429627
1122079,1753,201,53383,607939
1055174,1235,156,52734,410591
966741,1007,382,52706,341574
967023,1012,345,52649,343784
937950,1222,1,52763,403893
1056119,1237,629,52762,411937
1057885,1221,26,52751,403406
1057917,1222,219,52763,404069
1056913,1240,367,52734,413260
1056928,1240,405,52734,413288
938086,1224,59,52765,404915
1059189,1229,104,52723,407560
1060607,1224,355,52765,405150
1060785,1226,472,52734,406305
1060750,1225,517,52760,405816
1059119,1228,189,52728,407106
1059200,1230,264,52672,408193
1061503,1221,630,52751,403883
1116817,1306,179,52996,432780
1116867,1307,237,52999,433220
1117821,1297,358,52963,429263
1061835,1227,412,52733,406773
1062039,1229,502,52723,407891
1061586,1223,477,52781,404741
1061981,1229,345,52723,407754
1059921,1227,200,52733,406601
939541,1192,445,52649,391426
939556,1192,561,52649,391485
1062356,1223,561,52781,404806
1062924,1356,328,53033,455405
1063334,1438,92,53054,491731
1062881,1216,207,52709,401761
1063251,1436,253,53054,490847
1062914,1217,250,52672,402200
1061027,1229,476,52723,407869
1118453,1307,481,52999,433392
1121662,1748,251,53112,605516
1191873,1333,66,52782,444947
1114580,1297,300,52963,429235
1192305,1343,397,52790,449392
1114389,1295,217,52934,428508
1114851,1300,23,52973,430166
1114730,1299,95,52972,429785
1193746,1327,538,52781,442700
1114935,1302,191,52763,431062
1189813,1335,496,52824,446065
1189711,1333,150,52782,445006
1195767,1164,252,52674,381277
1190026,1339,379,52767,447670
1191128,1319,632,52791,439057
1191513,1327,486,52781,442664
1196921,1323,246,52797,440638
1189572,1330,178,52822,443744
1195805,1165,252,52703,381740
1191630,1329,513,52767,443547
1191483,1326,73,52764,441931
1190140,1341,472,52786,448519
1190999,1317,424,52765,438010
1192366,1343,121,52790,449199
1193219,1318,401,52781,438429
1192221,1341,382,52786,448453
1192062,1337,119,52767,446642
1191852,1333,156,52782,445010
1191884,1333,28,52782,444920
1821101,1746,189,53062,604438
1821576,1746,192,53062,604441
1829585,1768,187,53442,614571
1820456,1743,5,53054,602804
1445827,1569,348,53168,526195
1821451,1744,119,53055,603403
1822009,1746,517,53062,604708
1829722,1771,240,53498,615896
1820534,1744,84,53055,603376
1820500,1744,203,53055,603464
1822243,1743,609,53054,603288
1822628,1304,343,52993,432034
1830843,1765,151,53466,613159
1702857,1780,604,53090,620315
1831329,1775,115,53847,617617
1831446,1778,271,53883,619134
1446627,1569,429,53168,526245
1820832,1742,93,53053,602379
1831372,1776,239,53858,618157
1704361,1780,296,53090,620090
1830589,1762,302,53415,611836
1821325,1743,275,53054,603022
1821602,1747,304,53075,605049
1833726,1771,362,53498,615960
1830867,1766,502,53468,613928
1830933,1767,627,53436,614445
1447867,2033,269,53476,711643
1823943,1741,595,53052,602274
1833684,1770,419,53171,615599
1829684,1770,268,53171,615511
1834688,1764,420,53467,612870
1385918,1380,70,53084,466828
1833137,1754,372,53385,608569
1833139,1754,427,53385,608615
1831013,1770,262,53171,615508
1833961,1775,568,53847,617945
1821531,1745,598,53061,604247
1821982,1746,395,53062,604601
1821917,1745,357,53061,604064
1823017,1751,14,53377,606804
1822885,1749,41,53357,605837
1822786,1748,132,53112,605425
1823921,1741,197,53052,601964
1823953,1741,627,53052,602301
1409220,1683,155,53436,575747
1408241,1680,99,53171,574446
1410436,1683,65,53436,575687
1781392,1779,278,53089,619617
1409301,1685,153,53463,576526
1409484,1690,44,53475,578346
1409011,1680,517,53171,574707
1781417,1779,403,53089,619711
1385803,1378,74,53061,465853
1780950,1878,342,54474,664378
1781996,1878,98,54474,664193
1781962,1877,28,54464,663674
1410238,1680,372,53171,574613
1410437,1683,68,53436,575689
1409496,1690,50,53475,578350
1781201,1735,363,53035,599474
1781310,1737,310,53055,600307
1781450,1780,302,53090,620094
1409545,1691,82,53260,578849
1780727,1874,355,54452,662483
1780978,1878,365,54474,664392
1781444,1869,29,53327,659788
1781972,1877,5,54464,663657
1783630,1865,186,53312,658031
1781861,1875,52,54453,662732
1782586,1779,345,53089,619669
1783076,1875,113,54453,662779
1783299,1878,101,54474,664196
1783338,1879,216,54478,664754
1782012,1878,5,54474,664116
1783729,1866,197,53314,658523
1784427,1877,301,54464,663873
1782946,1873,72,54437,661776
1784117,1871,563,53384,661173
1784469,1877,539,54464,664038
1784927,1865,459,53312,658238
1831106,1772,279,53089,616321
1783382,1879,33,54478,664622
1821311,1743,310,53054,603048
1821847,1743,615,53054,603293
1783882,1868,488,53318,659641
1823274,1741,258,53052,602008
1823108,1752,25,53379,607310
1824868,1752,481,53379,607669
1824169,1750,120,53358,606392
1825269,1751,403,53377,607105
1825414,1753,535,53383,608195
1825537,1747,365,53075,605098
1824070,1749,276,53357,606020
1824223,1751,519,53377,607190
1824491,1741,470,53052,602179
1379076,1683,454,53436,575959
1380395,1667,604,53430,568912
1376941,1681,487,53172,575114
1376825,1679,465,53149,574289
1376832,1679,491,53149,574304
1378306,1668,402,53433,569175
1380750,1047,260,52733,362486
1381084,1052,128,52466,364676
1450197,1848,86,54180,653969
1450415,2173,455,53874,760604
1378672,1675,621,53466,572766
1381165,1054,315,52516,365648
1378904,1680,575,53171,574746
1378999,1682,534,53173,575567
1378847,1679,558,53149,574349
1379047,1682,624,53173,575625
1379692,1687,18,53260,577288
1381844,1693,551,53446,579995
1380258,886,563,52381,286713
1382615,2014,369,53460,702809
1382940,1645,606,53172,561011
1382488,1462,1,53112,503291
1381331,1056,208,52764,366423
1383369,1652,578,53555,564579
1381570,1340,265,52781,447969
1383420,1653,535,53534,565038
1382674,2014,604,53460,703004
1382785,1380,250,53084,466951
1383135,1648,581,53171,562454
1384203,1379,318,53084,466534
1385909,1380,157,53084,466884
1382991,1646,563,53498,561478
1383068,1647,600,53531,562013
1385290,1656,635,53533,566638
1729829,1780,418,53090,620176
1829767,1772,308,53089,616342
1385964,1381,152,53089,467332
1385719,1378,341,53061,466061
1385731,1378,396,53061,466101
1829590,1768,190,53442,614574
1385940,1381,181,53089,467353
1402005,1389,75,53135,471101
1812907,1927,605,53321,668510
1829849,1773,163,53112,616697
1813126,1939,387,53389,673765
1829851,1773,166,53112,616700
1813708,1931,359,53358,670173
1813793,1933,335,53381,671058
1813893,1938,214,53379,673193
1427309,1712,218,53531,589038
1377580,1689,474,53177,578213
1427575,1719,447,53876,592796
1427679,1721,604,53857,593921
1730075,1783,452,53386,622192
1813651,1927,454,53321,668417
1729178,1788,603,54468,624739
1729925,1871,29,53384,660770
1379101,1683,608,53436,576073
1728949,1785,263,54439,623038
1813771,1932,212,53350,670532
1813021,1935,528,53387,671949
1813255,1943,68,53386,675285
1814793,1928,255,53327,668692
1813181,1939,564,53389,673886
1813731,1930,65,53347,669440
1813806,1933,329,53381,671053
1814495,1921,540,53317,665901
1817748,1920,398,53314,665416
1813774,1932,84,53350,670443
1379587,1693,493,53446,579964
1813974,1942,335,53415,675019
1814731,1926,243,53317,667761
1814585,1923,441,53319,666693
1816454,1928,226,53327,668670
1428513,1708,266,53503,587076
1381459,1058,439,52520,367469
1429047,1720,70,53854,592989
1430017,1710,429,53504,588218
1854859,1920,276,53314,665337
1855527,1943,489,53386,675589
1856020,2007,212,53474,698984
1855446,1941,319,53386,674533
1855480,1941,464,53386,674649
1856356,1970,169,53386,683478
1814430,1921,424,53317,665834
1855043,1928,307,53327,668734
1855722,1954,452,53357,680593
1816234,1922,538,53315,666338
1701610,1781,124,53297,620432
1858026,1948,428,53388,677839
1816466,1928,493,53327,668877
1703017,1782,559,53299,621274
1703453,1788,597,54468,624735
1703368,1787,587,54465,624249
1703934,1733,242,53047,598502
1369373,1668,260,53433,569078
1372607,1683,434,53436,575941
1370073,1681,310,53172,574992
1374050,1668,196,53433,569044
1373125,1688,311,53462,577748
1371638,887,144,52376,286871
1402548,1567,200,53172,525440
1404187,1417,475,53141,482255
1376513,1673,484,53462,571788
1374700,1679,195,53149,574124
1372249,1677,261,53148,573278
1373859,886,235,52381,286483
1374066,1668,80,53433,568976
1376136,886,499,52381,286663
1374184,1671,382,53446,570858
1371954,1671,240,53446,570753
1372429,1679,44,53149,574029
1375061,1685,330,53463,576618
1374827,1681,493,53172,575119
1372247,1677,238,53148,573259
1372313,1678,233,53433,573695
1353107,1802,27,53885,631231
1724710,1781,632,53297,620828
1353741,1815,279,53884,637900
1725889,1782,626,53299,621328
1377117,1684,342,53239,576279
1726275,1788,635,54468,624760
1373021,1692,309,53473,579479
1726718,1735,215,53035,599385
1373171,1689,268,53177,578096
1373839,885,67,52379,285932
1727118,1782,286,53299,621054
1724975,1785,51,54439,622871
1702559,1735,581,53035,599600
1703195,1785,199,54439,622991
1703338,1787,227,54465,623966
1701425,1788,57,54468,624335
1702625,1736,551,53052,600040
1444876,1570,258,53149,526501
1701819,1784,207,54425,622493
1701988,1786,117,54450,623400
1701543,1779,615,53089,619860
1702328,1733,97,53047,598395
1701985,1786,146,54450,623422
1702685,1737,551,53055,600457
1403208,1417,350,53141,482159
1701940,1785,80,54439,622895
1422767,1724,625,53859,595412
1425751,1708,297,53503,587103
1387735,1380,464,53084,467105
1423817,1729,564,53858,597221
1425927,1712,130,53531,588971
1427037,1704,105,53178,584972
1420046,1716,145,53827,591010
1420064,1716,90,53827,590970
1420682,1706,265,53442,586090
1394822,1414,233,53135,480757
1396803,1403,487,53227,477821
1397910,1399,629,53172,476018
1395765,1407,329,52886,479500
1396215,1425,350,52913,485424
1398801,1414,532,53135,480934
1396919,1405,322,52826,478568
1398282,1418,122,53142,482475
1398668,2949,354,54557,920999
1398962,1425,469,52913,485503
1398373,1420,356,53146,483625
1399442,1386,209,53116,469677
1399662,1389,128,53135,471140
1399620,1389,302,53135,471263
1411282,1679,531,53149,574328
1411350,1680,409,53171,574638
1412684,1293,141,52765,427662
1424619,1578,383,53496,530295
1424710,1577,275,53495,529747
1427031,1704,160,53178,585017
1425281,1577,156,53495,529660
1427666,1721,570,53857,593892
1425706,1704,44,53178,584921
1425078,1580,101,53145,530907
1427984,1728,144,53228,596705
1426610,1730,185,53498,597360
1428159,1732,63,53501,598021
1427189,1708,1,53503,586867
1427246,1710,151,53504,587999
1426140,1718,311,53850,592182
1426623,1731,329,53884,597788
1427227,1710,189,53504,588032
1286372,1805,632,53875,633189
1427216,1710,273,53504,588100
1427353,1714,303,53521,590128
1428127,1732,188,53501,598092
1428002,1728,89,53228,596680
1427479,1716,32,53827,590923
1430407,1720,464,53854,593294
1427583,1720,310,53854,593171
1429459,1732,426,53501,598212
1727274,1783,512,53386,622237
1728256,1735,252,53035,599411
1728975,1785,525,54439,623232
1426141,1718,308,53850,592180
1729921,1871,28,53384,660769
1447271,1569,543,53168,526302
1730425,1788,457,54468,624634
1372713,1684,199,53239,576205
1447272,1569,552,53168,526306
1447457,2028,36,53818,709008
1377114,1684,347,53239,576283
1377413,1691,96,53260,578859
1377513,1687,197,53260,577368
1376936,1681,450,53172,575088
1378171,886,584,52381,286730
1378149,886,410,52381,286602
1372922,1690,280,53475,578536
1378353,1668,625,53433,569309
1378403,1670,324,54553,570394
1373115,1687,258,53260,577397
1376958,1681,154,53172,574890
1378106,885,509,52379,286233
1377176,1684,45,53239,576119
1378212,887,515,52376,287139
1375139,1686,422,53472,577110
1374928,1682,143,53173,575307
1375312,1691,238,53260,578968
1380411,1668,413,53433,569184
1375471,1688,136,53462,577663
1379095,1683,619,53436,576081
1376175,887,463,52376,287099
1702962,1782,173,53299,620971
1407433,1679,314,53149,574195
1406732,1291,613,52738,427163
1725018,1786,207,54450,623470
1703087,1783,542,53386,622259
1407285,1677,319,53148,573318
1725468,1736,69,53052,599683
1703121,1784,178,54425,622469
1408202,1680,398,53171,574631
1419521,1777,63,53857,618467
1407753,2948,401,54553,920689
1408028,1676,24,53147,572785
1408537,1686,192,53472,576933
1405450,1417,501,53141,482278
1408972,1679,166,53149,574103
1408928,1678,62,53433,573566
1408351,1682,55,53173,575248
1420474,1776,512,53858,618337
1420642,1704,489,53178,585271
1408551,1689,239,53177,578082
1409241,1684,467,53239,576355
1410167,1679,375,53149,574235
1409207,1683,463,53436,575967
1725985,1784,544,54425,622763
1726035,1785,138,54439,622940
1408277,1681,95,53172,574844
1410218,1679,70,53149,574044
1405648,1420,569,53146,483791
1410282,1681,368,53172,575037
1420925,1712,32,53531,588899
1420944,1714,427,53521,590227
1410016,1675,40,53466,572331
1726790,1736,252,53052,599821
1407403,1678,207,53433,573674
1432741,2748,299,54234,893167
1433404,2529,135,54585,851365
1433780,1578,292,53496,530229
1434669,1575,594,53493,529014
1435169,1578,60,53496,530052
1394936,1415,253,52885,481172
1396025,1409,45,52824,480153
1397110,1407,77,52886,479348
1449041,2171,448,53557,759592
1406228,1685,266,53463,576593
1449409,2207,581,53558,765906
1192177,1339,504,52767,447753
1005336,1176,383,52791,386861
1191401,1324,26,53088,440940
1008797,1165,75,52703,381632
1114392,1295,127,52934,428457
1069279,1214,584,52731,401084
1114428,1295,89,52934,428439
987154,1045,487,52725,361805
987220,1046,582,52460,362258
1069494,1358,415,52994,456297
1069519,1429,322,52990,487361
1069936,1442,616,53050,494158
1068630,1444,634,53054,495128
1069481,1358,383,52994,456275
1069149,1213,359,52972,400465
1069384,1216,445,52709,401913
1072338,1297,294,52963,429232
1069974,1444,573,53054,495088
1069459,1218,444,52709,402723
1069792,1438,571,53054,492117
1189582,1331,356,52766,444250
1071714,1597,136,52999,538065
1071739,1597,11,52999,537965
1069991,1444,605,53054,495111
987569,1052,517,52466,364962
1070877,1444,361,53054,494925
1071570,1306,28,52996,432685
1824938,1753,509,53383,608173
1828398,1770,56,53171,615385
1825206,1750,538,53358,606714
1833145,1754,433,53385,608620
1825774,1751,522,53377,607193
1780902,1877,362,54464,663915
1410604,1693,339,53446,579872
1783777,1867,116,53317,658918
1783260,1878,95,54474,664190
1376858,1679,24,53149,574013
1376869,1680,453,53171,574665
1447908,2033,220,53476,711602
1373056,1692,210,53473,579419
1374503,1676,340,53147,572950
1448157,1838,570,53467,649452
1378174,886,583,52381,286729
1377412,1691,97,53260,578860
1377544,1687,56,53260,577308
1377526,1688,424,53462,577822
1374880,1682,377,53173,575462
1374419,1674,68,53464,571929
1378857,1679,596,53149,574371
1379425,1691,338,53260,579046
1379536,1693,325,53446,579862
1379572,1692,120,53473,579365
1378405,1669,635,53433,569732
1378673,1675,633,53466,572774
1378859,1679,593,53149,574369
1449093,2171,640,53557,759741
1375328,1690,41,53475,578343
1380343,1667,369,53430,568746
1380554,1671,455,53446,570910
1378995,1682,528,53173,575563
1379027,1682,589,53173,575604
1381325,1056,257,52764,366456
1381072,1052,299,52466,364794
1381079,1052,209,52466,364724
1381097,1053,318,52468,365231
1381507,1058,215,52520,367317
1381822,1692,27,53473,579301
1449379,2207,535,53558,765874
1381082,1052,122,52466,364671
1377418,1691,100,53260,578863
1378829,1679,538,53149,574332
1378120,885,587,52379,286286
1727289,1783,545,53386,622262
1380403,1668,361,53433,569146
1378688,1676,517,53147,573050
1380810,1048,290,52736,362990
1381384,1057,192,52522,366866
1381301,1056,280,52764,366474
1382529,1464,90,53091,504317
1382676,1378,91,53061,465868
1382801,1380,203,53084,466917
1382561,1377,287,53050,465568
1380719,1047,292,52733,362507
1382516,1464,250,53091,504421
1382722,1379,124,53084,466382
1382524,1464,128,53091,504340
1383660,1658,456,53240,567448
1384146,1378,265,53061,466006
1384613,1384,94,53121,468607
1382525,1464,122,53091,504335
1728729,1781,496,53297,620724
1382734,1379,95,53084,466358
1384458,1382,133,53115,467741
1384702,1385,6,53108,469007
1384875,1388,227,53119,470724
1829674,1770,320,53171,615539
1829740,1771,168,53498,615846
1384934,1389,293,53135,471256
1385220,1392,254,52822,472726
1829935,1774,66,53759,617102
1385962,1381,141,53089,467325
1401454,1574,53,53476,528051
1730380,1787,564,54465,624230
1813525,1922,73,53315,666008
1372702,1684,211,53239,576213
1369562,1671,130,53446,570668
1374173,1670,79,54553,570209
1369864,1677,305,53148,573307
1374488,1675,142,53466,572395
1371985,1672,314,53460,571236
1372228,1676,67,53147,572808
1370458,2948,534,54553,920762
1369546,1671,249,53446,570759
1369573,1671,95,53446,570646
1369980,1678,137,53433,573620
1461988,1842,449,53501,651160
1371894,1670,166,54553,570279
1370832,1689,283,53177,578101
1370734,1424,588,52912,485194
1374013,1668,399,53433,569174
1372373,1679,384,53149,574239
1372487,1680,87,53171,574439
1404005,1294,322,52753,428169
1404020,1294,380,52753,428210
1373184,1689,251,53177,578088
1374781,1680,52,53171,574420
1372232,1676,38,53147,572792
1373927,887,493,52376,287121
1373966,1667,433,53430,568793
1376304,1668,36,53433,568948
1375047,1684,124,53239,576168
1374609,1677,29,53148,573131
1372517,1681,229,53172,574943
1374979,1683,199,53436,575776
1372220,1676,105,53147,572827
1372579,1682,136,53173,575302
1372211,1676,163,53147,572853
1707299,1787,451,54465,624140
1372767,1685,188,53463,576543
1376710,1677,488,53148,573422
1354141,1819,492,54540,640110
1372967,2949,621,54557,921191
1727229,1782,579,53299,621291
1724790,1783,8,53386,621845
1725194,1788,623,54468,624752
1376211,1667,343,53430,568727
1376411,1671,551,53446,570968
1701591,1780,589,53090,620304
1702134,1788,77,54468,624349
1444004,1643,419,53143,559868
1704449,1781,197,53297,620489
1701657,1781,75,53297,620398
1704642,1784,500,54425,622730
1701343,442,329,51882,93458
1701887,1785,89,54439,622902
1701730,1782,74,53299,620891
1702030,1787,210,54465,623955
1701606,1781,81,53297,620402
1701640,1781,107,53297,620422
1702432,1734,169,53034,598919
1701951,1785,597,54439,623283
1701990,1786,105,54450,623391
1702615,1736,118,53052,599718
1405379,1416,572,52875,481836
1418851,1708,100,53503,586947
1407283,1676,70,53147,572809
1407394,1678,259,53433,573717
1407485,1680,354,53171,574601
1406691,1291,404,52738,427009
1403780,2949,348,54557,920995
1725486,1737,203,53055,600230
1404646,1423,370,53167,484518
1407425,1678,41,53433,573551
1408160,1678,18,53433,573534
1408328,1682,229,53173,575364
1406280,1691,242,53260,578971
1408929,1679,323,53149,574199
1420374,1774,638,53759,617537
1408921,1678,73,53433,573573
1408334,1682,197,53173,575344
1420442,1776,439,53858,618290
1409474,1690,128,53475,578413
1408434,1684,449,53239,576347
1407620,1681,84,53172,574838
1407684,1683,318,53436,575855
1409425,1690,433,53475,578648
1410018,1675,627,53466,572771
1408020,1676,64,53147,572805
1410082,1677,485,53148,573419
1409019,1680,119,53171,574457
1410368,1682,560,53173,575583
1408947,1678,12,53433,573529
1726121,1786,79,54450,623373
1409641,1688,180,53462,577687
1406386,1689,396,53177,578165
1433061,2752,52,54533,894976
1434752,1572,426,53177,527389
986350,1049,148,52751,363361
966089,1039,332,52707,358911
1119351,1758,43,53084,610047
967022,1012,333,52649,343773
1119621,1306,376,52996,432914
1115062,1303,64,53050,431401
966326,1042,514,52725,360536
966349,1043,374,52465,360869
966760,1007,458,52706,341632
967060,1012,458,52649,343870
1120189,1757,194,53083,609761
966865,1009,391,52644,342512
868328,833,3,52314,265005
868279,832,36,52312,264697
1116453,1300,554,52973,430535
1116521,1301,517,52976,430862
1116421,1300,278,52973,430346
964869,1043,75,52465,360675
964819,1042,29,52725,360170
1117933,1298,448,52964,429621
965233,1008,423,52707,342118
1119203,1756,260,53080,609456
1120171,1757,316,53083,609830
1120446,1739,76,53050,601015
1121148,1303,526,53050,431717
1121284,1306,379,52996,432916
1121543,1597,450,52999,538306
966955,1010,375,52649,342926
1056924,1240,419,52734,413298
1059631,1222,352,52763,404163
1056901,1239,610,52760,412976
1058287,1228,58,52728,407001
1058762,1221,9,52751,403391
1060109,1230,232,52672,408167
1061551,1222,570,52763,404325
1116581,1302,510,52763,431278
1061320,2886,376,54498,919748
938671,1793,271,53883,626939
1061813,1227,389,52733,406751
1059117,1227,26,52733,406462
1059700,1223,274,52781,404585
1060334,2885,504,54497,919378
1061721,1225,468,52760,405774
1117935,1298,538,52964,429662
1063366,1438,16,53054,491669
1118372,1306,472,52996,432974
1060968,1228,508,52728,407368
1119576,1303,366,53050,431606
940477,1220,318,52723,403111
940792,1225,227,52760,405582
1191805,1332,113,52781,444514
1058776,1222,268,52763,404103
1191838,1333,461,52782,445229
1003332,1339,452,52767,447718
1193322,1320,398,52759,439347
1059625,1222,358,52763,404168
1059126,1228,180,52728,407097
1189277,1325,196,52762,441536
1193660,1325,582,52762,441838
1189422,1327,36,52781,442336
1193863,1329,624,52767,443627
1193810,1328,543,52786,443124
1194046,1332,595,52781,444873
1194295,1339,449,52767,447717
1188934,1319,342,52791,438830
1189137,1322,141,52791,440090
1189586,1331,400,52766,444279
1189456,1328,180,52786,442883
1195782,1329,531,52767,443559
1194301,1175,338,52791,386379
1191313,1323,502,52797,440828
1191866,1333,75,52782,444954
1191847,1333,493,52782,445249
1191023,1318,360,52781,438401
1197727,1322,272,52791,440193
1191474,1326,61,52764,441922
1192235,1341,513,52786,448549
1005287,1175,248,52791,386313
1006706,1166,185,52751,382098
1008595,1163,378,52669,380862
1062469,1225,613,52760,405894
1008931,1167,68,52738,382437
1008780,1165,119,52703,381661
1067813,1216,433,52709,401905
1067845,1216,555,52709,401990
1069143,1213,313,52972,400425
1062902,1216,105,52709,401684
1068045,1429,395,52990,487414
987354,1048,78,52736,362823
1069239,1214,401,52731,400956
1067887,1217,506,52672,402345
1069443,1218,374,52709,402672
1813093,1937,407,53388,672857
1378666,1675,598,53466,572748
1378183,887,339,52376,287017
1728413,1736,478,53052,599986
1729743,1868,26,53318,659310
1378852,1679,590,53149,574367
1378887,1680,418,53171,574642
1729173,1788,562,54468,624711
1378733,1677,456,53148,573401
1378820,1679,442,53149,574273
1729886,1781,470,53297,620703
1728631,1780,261,53090,620067
1729700,1733,283,53047,598531
1813953,1941,212,53386,674459
1729095,1787,503,54465,624182
1729831,1780,409,53090,620172
1814538,1922,285,53315,666146
1379419,1690,462,53475,578666
1428128,1732,197,53501,598097
1428413,1704,175,53178,585026
1729885,1781,435,53297,620677
1813253,1942,570,53415,675188
1813092,1937,404,53388,672854
1814434,1921,430,53317,665835
1814666,1925,374,53327,667407
1815016,1934,215,53357,671368
1813006,1935,479,53387,671918
1816644,1934,517,53357,671533
1813056,1937,349,53388,672810
1816859,1941,476,53386,674658
1817778,1920,325,53314,665369
1379638,1693,17,53446,579695
1818197,1930,396,53347,669692
1816054,1921,343,53317,665785
1815113,1936,113,53330,672121
1814635,1924,260,53330,666952
1815117,1936,75,53330,672088
1814899,1930,184,53347,669532
1381009,1051,122,52468,364219
1428779,1714,113,53521,589971
1428762,1714,174,53521,590020
1381142,1053,138,52468,365108
1381374,1057,433,52522,367051
1430134,1714,331,53521,590151
1382664,2014,569,53460,702977
1384181,1378,143,53061,465911
1384582,1384,239,53121,468714
1854986,1922,465,53315,666281
1814761,1926,74,53317,667635
1855761,1954,481,53357,680617
1856215,1980,8,53433,687393
1856079,1988,295,53469,690852
1814679,1924,109,53330,666860
1815297,1941,116,53386,674386
1857976,1945,490,53387,676530
1702140,1788,80,54468,624351
1701559,1780,17,53090,619893
1703329,1787,262,54465,623996
1702978,1782,158,53299,620961
1817770,1920,467,53314,665467
1704368,1780,229,53090,620050
1818223,1930,422,53347,669714
1703335,1787,236,54465,623974
1447450,2028,22,53818,708996
1822939,1750,9,53358,606310
1447650,1840,279,53472,650094
1821761,1743,386,53054,603100
1832784,1778,436,53883,619264
1830194,1704,262,53178,585084
1830899,1767,520,53436,614376
1823993,1747,557,53075,605248
1833345,1761,601,53376,611590
1831516,1704,265,53178,585087
1831128,1772,177,53089,616236
1831119,1772,476,53089,616454
1831187,1773,152,53112,616688
1831921,1761,430,53376,611456
1448265,1840,456,53472,650231
1706116,1784,468,54425,622704
1834447,1754,447,53385,608632
1833407,1763,539,53463,612472
1832398,1770,555,53171,615686
1449052,2171,524,53557,759644
1449152,2205,429,53793,765043
1833736,1771,403,53498,615977
1821449,1744,551,53055,603737
1821731,1742,543,53053,602738
1432006,1725,457,54266,595773
1408173,1679,236,53149,574150
1409983,1675,540,53466,572703
1408509,1685,162,53463,576531
1408924,1679,326,53149,574201
1409043,1681,325,53172,575005
1780998,1879,350,54478,664852
1781884,1786,340,54450,623571
1780675,1873,357,54437,662004
1781995,1878,83,54474,664181
1780682,1873,331,54437,661982
1781343,1737,383,53055,600353
1410370,1682,78,53173,575265
1781274,1736,327,53052,599873
1410228,1679,27,53149,574016
1410323,1681,113,53172,574856
1781304,1737,284,53055,600287
1781521,1870,38,53383,660294
1781012,1879,324,54478,664832
1829938,1774,69,53759,617104
1781029,1879,408,54478,664900
1781610,1782,315,53299,621076
1781875,1875,32,54453,662717
1781979,1877,14,54464,663662
1731058,1864,228,53313,657572
1783264,1878,147,54474,664233
1830088,1777,226,53857,618594
1782744,1781,322,53297,620588
1784224,1873,151,54437,661835
1784073,1871,218,53384,660916
1821386,1743,595,53054,603275
1402843,1387,535,53118,470447
1821611,1747,278,53075,605026
1823781,1753,65,53383,607839
1784277,1874,154,54452,662348
1824047,1748,544,53112,605739
1824843,1752,341,53379,607561
1403728,1420,11,53146,483359
1825015,1741,572,53052,602259
1822452,1746,543,53062,604731
1825383,1753,338,53383,608043
1823248,1740,39,53050,601442
1826640,1760,115,53086,610802
1827251,1738,623,53051,600955
1826048,1296,405,52962,428967
1823652,1751,78,53377,606857
1823637,1751,107,53377,606883
1827537,1738,408,53051,600797
1823709,1752,74,53379,607347
1828348,1769,84,53502,614921
1824327,1753,306,53383,608017
1825141,1749,413,53357,606129
1824152,1750,163,53358,606427
1825323,1752,376,53379,607589
1825827,1752,524,53379,607694
1409453,1691,277,53260,578996
1410472,1684,57,53239,576129
1782006,1878,60,54474,664163
1783910,1869,221,53327,659937
1783927,1868,624,53318,659755
1406317,1687,352,53260,577442
1406921,1416,601,52875,481858
1407723,1684,240,53239,576230
1407470,1679,88,53149,574055
1825543,2592,254,54178,863498
1204128,1398,189,53146,475355
1206987,1461,362,53062,503088
1860300,1984,419,53433,689223
1857697,1928,523,53327,668903
